design_1_i/system_ila_0/inst/net_slot_0_axi_ar_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_araddr[31:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arburst[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arcache[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arlen[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arlock,design_1_i/system_ila_0/inst/net_slot_0_axi_arprot[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arqos[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arsize[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_aw_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awaddr[31:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awburst[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awcache[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awlen[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awlock,design_1_i/system_ila_0/inst/net_slot_0_axi_awprot[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awqos[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awsize[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_b_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bresp[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_r_cnt[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rdata[63:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rid[3:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rresp[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wdata[63:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wstrb[7:0],design_1_i/system_ila_0/inst/net_slot_0_axi_aw_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_awvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_awready,design_1_i/system_ila_0/inst/net_slot_0_axi_w_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_wvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_wready,design_1_i/system_ila_0/inst/net_slot_0_axi_wlast,design_1_i/system_ila_0/inst/net_slot_0_axi_b_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_bvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_bready,design_1_i/system_ila_0/inst/net_slot_0_axi_ar_ctrl[1:0],design_1_i/system_ila_0/inst/net_slot_0_axi_arvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_arready,design_1_i/system_ila_0/inst/net_slot_0_axi_r_ctrl[2:0],design_1_i/system_ila_0/inst/net_slot_0_axi_rvalid,design_1_i/system_ila_0/inst/net_slot_0_axi_rready,design_1_i/system_ila_0/inst/net_slot_0_axi_rlast,AR_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],AW_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],B_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],Interface_(i1:s0)_(RISCV_axi4_mem)[2:0],R_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],W_Channel_(i1:s0)_(RISCV_axi4_mem)[2:0],anomaly
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,fff008930285b703,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,_,_,_,Active,Data Beat,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,ffffffc80019bcf0,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,_,_,_,Active,Data Beat,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,ffffffc80019bcc0,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,_,_,_,Active,Data Beat,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,0000000000000000,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,_,_,_,Active,Data Beat,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,_,_,_,Active,Data Beat,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,ffffffc80019bd10,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,_,_,_,Active,Data Beat,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,0000000000000009,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,3,1,1,0,_,_,_,Active,Data Beat,_,1
1,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,1,0000000000000000,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,0,0,0,2,0,1,7,1,1,1,_,_,_,Active,Last Data,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,00000000,INCR,0,0,00,0,Data Secure Privileged,0,1 byte,0,0,OKAY,0,ffffffd87efd7c80,1,OKAY,0000000000000000,00,2,0,1,4,0,0,1,2,0,1,2,0,1,0,0,0,0,_,_,_,_,_,_,1
